society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
bestech park view residency,1.02,sector 2,7208.0,1415.09,Super Built up area 1415(131.46 sq.m.),2,2,3,11,South-West,Moderately Old,flat,1415.0,,,0,0,0,0,0,0,92
indiabulls centrum park,1.05,sector 103,5861.0,1791.5,Built Up area: 1365 (126.81 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,1,West,Relatively New,flat,,1365.0,900.0,0,0,0,0,0,2,51
ireo skyon,2.15,sector 60,23344.0,921.01,Super Built up area 1524(141.58 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 921 sq.ft. (85.56 sq.m.),2,3,2,5,East,Relatively New,flat,1524.0,1250.0,921.0,0,1,0,0,0,2,49
m3m crown,4.67,sector 111,17000.0,2747.06,Carpet area: 2750 (255.48 sq.m.),4,4,3+,8,,Under Construction,flat,,,2750.0,0,0,0,0,0,0,73
rof ananda,0.26,sector 95,6842.0,380.01,Carpet area: 380 (35.3 sq.m.),1,1,1,8,North,New Property,flat,,,380.0,0,0,0,0,0,0,49
godrej summit,1.35,sector 104,5000.0,2700.0,Carpet area: 2700 (250.84 sq.m.),4,5,3+,0,North-East,Relatively New,flat,,,2700.0,1,1,1,1,0,0,112
suncity platinum towers,7.0,sector 28,22222.0,3150.03,Super Built up area 3150(292.64 sq.m.)Carpet area: 1913 sq.ft. (177.72 sq.m.),4,3,2,10,North,Moderately Old,flat,3150.0,,1913.0,0,1,0,0,0,0,31
gls arawali homes,0.27,sohna road,4600.0,586.96,Super Built up area 576(53.51 sq.m.),2,2,2,5,,New Property,flat,576.0,,,0,0,0,0,0,0,42
vatika xpressions,0.92,sector 88b,6815.0,1349.96,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),2,2,3,3,,New Property,flat,,1350.0,1120.0,0,0,0,0,0,0,26
independent,5.1,sector 23,16569.0,3078.0,Plot area 342(285.96 sq.m.)Built Up area: 125 sq.yards (104.52 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),3,2,0,1,East,Old Property,house,,125.0,100.0,0,0,0,0,1,0,27
independent,4.49,sector 45,24455.0,1836.0,Plot area 204(170.57 sq.m.),9,9,3+,3,North-West,Moderately Old,house,,1836.0,,0,0,0,0,1,2,90
independent,11.95,sector 56,43534.0,2745.0,Plot area 305(255.02 sq.m.),12,12,3+,4,West,Relatively New,house,,2745.0,,0,1,0,0,0,2,21
experion windchants,2.6,sector 112,10651.0,2441.09,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.),2,2,3,8,North-East,Relatively New,flat,2441.0,1939.03,,0,0,0,0,0,0,168
shree vardhman flora,0.64,sector 90,4923.0,1300.02,Super Built up area 1300(120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,6,East,Old Property,flat,1300.0,,1100.0,1,0,0,0,0,0,103
experion windchants,2.5,sector 112,13888.0,1800.12,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2,2,3,10,East,Relatively New,flat,2441.0,1939.03,1800.0,1,0,0,1,0,2,174
sunischit apartments,1.75,sector 54,7954.0,2200.15,Super Built up area 2200(204.39 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,4,3+,5,East,Moderately Old,flat,2200.0,1900.0,1700.0,0,1,0,0,0,2,83
breez global hill view,0.42,sohna road,7174.0,585.45,Carpet area: 585.41 (54.39 sq.m.),2,2,1,18,,Relatively New,flat,,,585.448521,0,0,0,0,0,0,44
ats tourmaline,1.75,sector 109,8139.0,2150.14,Super Built up area 2150(199.74 sq.m.),3,4,3+,2,North,Relatively New,flat,2150.0,,,0,1,0,0,1,0,65
ss the leaf,1.08,sector 85,6585.0,1640.09,Super Built up area 1640(152.36 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1125 sq.ft. (104.52 sq.m.),2,2,3,8,North-East,New Property,flat,1640.0,1200.0,1125.0,1,1,1,1,0,2,157
experion the heartsong,2.0,sector 108,7196.0,2779.32,Super Built up area 2779(258.18 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4,4,3+,10,North-East,Relatively New,flat,2779.0,2500.0,2300.0,0,1,0,1,0,2,174
dlf city phase 1,3.25,sector 26,33129.0,981.0,Plot area 109(91.14 sq.m.),3,3,3,2,West,Old Property,house,,981.0,,1,0,0,0,0,0,79
dlf city plots phase 2,10.75,sector 25,29861.0,3600.0,Plot area 400(334.45 sq.m.),9,9,3+,3,South-West,Old Property,house,,3600.0,,0,1,1,1,0,0,73
chd avenue,1.2,sector 71,7407.0,1620.09,Super Built up area 1620(150.5 sq.m.),3,3,3,4,North,Relatively New,flat,1620.0,,,0,0,0,0,1,2,49
independent,0.47,sector 4,3519.0,1336.0,Built Up area: 1350 (125.42 sq.m.),3,4,0,3,,Undefined,house,,1350.0,,0,0,0,0,0,0,0
vatika gurgaon,1.05,sector 83,7000.0,1500.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,3,South-West,Relatively New,flat,1735.0,,1500.0,0,0,1,0,0,0,79
gls arawali homes,0.35,sohna road,6076.0,576.04,Super Built up area 576(53.51 sq.m.),2,2,2,12,,New Property,flat,576.0,,,0,0,0,0,0,0,42
godrej,1.34,sector 79,8524.0,1572.03,Super Built up area 1572(146.04 sq.m.),2,2,3,2,North-West,Relatively New,flat,1572.0,,,1,0,0,0,0,0,158
independent,0.82,sector 8,10224.0,802.0,Carpet area: 802 (74.51 sq.m.),4,4,0,2,,Undefined,house,,,802.0,0,0,0,0,0,0,0
ramsons kshitij,0.19,sector 95,591.0,3214.89,Carpet area: 3212 (298.4 sq.m.),1,1,1,14,East,Relatively New,flat,,,3212.0,0,0,0,0,0,0,49
siddhi vinayak apartments,1.44,sector 55,9600.0,1500.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,2,6,South,Moderately Old,flat,1850.0,1700.0,1500.0,0,0,0,0,1,2,47
micasa sec 68,1.5,sohna road road,12244.0,1225.09,Carpet area: 1225 (113.81 sq.m.),2,2,3,11,,New Property,flat,,,1225.0,0,0,0,0,0,0,44
emaar the palm springs,24.0,sector 54,600000.0,400.0,Plot area 400(37.16 sq.m.),5,5,2,1,North-East,Old Property,house,,400.0,,1,1,0,1,0,2,122
ramprastha the atrium,1.0,sector 37d,7782.0,1285.02,Super Built up area 1285(119.38 sq.m.),3,3,2,4,,Relatively New,flat,1285.0,,,0,0,0,0,0,0,13
emaar palm gardens,1.48,sector 83,7789.0,1900.12,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,7,East,Relatively New,flat,1900.0,,1240.04,0,1,0,0,0,0,66
independent,2.1,sector 11,17284.0,1215.0,Plot area 135(112.88 sq.m.),6,6,3+,3,,Relatively New,house,,1215.0,,0,0,0,0,0,0,14
dlf the primus,2.55,sector 82a,11218.0,2273.13,Super Built up area 2273(211.17 sq.m.)Carpet area: 1340 sq.ft. (124.49 sq.m.),4,4,3+,14,South-West,Relatively New,flat,2273.0,,1340.0,0,0,0,0,0,1,44
adani m2k oyster grande,2.6,sector 102,10007.0,2598.18,Super Built up area 2598(241.36 sq.m.),3,3,3,2,North-East,Relatively New,flat,2598.0,,,1,1,1,0,0,0,118
la vida by tata housing,2.33,sector 113,12533.0,1859.09,Super Built up area 2217(205.97 sq.m.)Built Up area: 2098 sq.ft. (194.91 sq.m.)Carpet area: 1859 sq.ft. (172.71 sq.m.),3,3,3,3,North,New Property,flat,2217.0,2098.0,1859.0,0,1,0,0,0,0,174
godrej air,1.35,sector 85,13632.0,990.32,Carpet area: 92,2,2,3,19,,Under Construction,flat,,,92.0,0,0,0,0,0,0,44
huda,3.5,sector 38,24005.0,1458.0,Plot area 162(135.45 sq.m.)Built Up area: 161 sq.yards (134.62 sq.m.)Carpet area: 160 sq.yards (133.78 sq.m.),3,2,3,2,East,Moderately Old,house,,161.0,160.0,0,0,1,0,0,2,85
eldeco accolade,1.1,sohna road,7549.0,1457.15,Super Built up area 1457(135.36 sq.m.),2,2,3+,17,,Relatively New,flat,1457.0,,,1,0,0,0,1,2,7
indiabulls enigma,3.49,sector 110,10264.0,3400.23,Super Built up area 3400(315.87 sq.m.),4,5,3,7,North-West,Relatively New,flat,3400.0,,,0,1,0,0,0,0,165
international city by sobha phase 1,5.9,sector 109,24280.0,2430.0,Plot area 270(225.75 sq.m.),4,5,2,2,East,Relatively New,house,,2430.0,,0,1,0,0,0,2,111
ss the leaf,2.1,sector 85,8720.0,2408.26,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3+,6,North,Relatively New,flat,2408.0,,1685.0,0,1,0,0,0,0,156
emaar mgf emerald floors premier,3.5,sector 65,17721.0,1975.06,Super Built up area 1975(183.48 sq.m.),4,4,3,4,East,Relatively New,flat,1975.0,,,0,1,0,0,0,2,114
paras dews,1.35,sector 106,8940.0,1510.07,Carpet area: 1510 (140.28 sq.m.),4,3,3,19,,Old Property,flat,,,1510.0,0,1,0,0,0,0,112
m3m merlin,2.8,sector 67,13678.0,2047.08,Super Built up area 2047(190.17 sq.m.)Carpet area: 1880 sq.ft. (174.66 sq.m.),3,3,3,5,North-East,Moderately Old,flat,2047.0,,1880.0,0,1,0,0,0,1,26
independent,11.75,sector 28,41315.0,2844.0,Plot area 316(264.22 sq.m.),4,5,3+,4,East,Relatively New,house,,2844.0,,1,1,1,0,0,2,54
ss the leaf,1.14,sector 85,6433.0,1772.11,Super Built up area 1772(164.62 sq.m.),2,2,3,16,South,Relatively New,flat,1772.0,,,0,0,0,0,0,0,44
m3m skywalk,2.25,sector 74,13636.0,1650.04,Super Built up area 2038(189.34 sq.m.)Built Up area: 1938 sq.ft. (180.05 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,2,9,South,Relatively New,flat,2038.0,1938.0,1650.0,0,1,0,0,0,2,174
birla navya,2.1,sector 63a,16666.0,1260.05,Carpet area: 1260 (117.06 sq.m.),2,2,2,2,,Under Construction,flat,,,1260.0,0,0,0,0,0,0,38
shree vardhman victoria,1.55,sector 70,7948.0,1950.18,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,3,3,6,South-East,Relatively New,flat,1950.0,,1161.0,1,1,0,1,1,0,49
puri emerald bay,1.58,sector 104,9117.0,1733.03,Super Built up area 1700(157.94 sq.m.),2,3,3,11,North-East,Relatively New,flat,1700.0,,,0,1,0,0,0,0,101
rof ananda,0.21,sector 95,61.0,34426.23,Carpet area: 34401 (3195.96 sq.m.),1,1,1,13,North,Relatively New,flat,,,34401.0,0,0,0,0,0,0,68
ambience creacions,4.78,sector 22,15469.0,3090.05,Super Built up area 3090(287.07 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,4,3,7,West,Relatively New,flat,3090.0,2500.0,2250.0,0,1,0,0,1,1,111
ats tourmaline,1.72,sector 109,8000.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.),3,4,3+,7,South-West,Relatively New,flat,2150.0,1797.0,,0,1,0,0,0,0,167
central park flower valley aqua front towers,2.96,sector 33,13870.0,2134.1,Carpet area: 2134 (198.26 sq.m.),4,4,3,1,,New Property,flat,,,2134.0,0,1,0,0,0,2,24
signature global park 4,1.0,sector 36,9900.0,1010.1,Carpet area: 1010 (93.83 sq.m.),3,2,3,2,,New Property,flat,,,1010.0,0,0,0,0,0,0,128
birla navya,3.85,sector 63a,15437.0,2494.0,Carpet area: 2494 (231.7 sq.m.),3,3,3+,4,,New Property,house,,,2494.0,0,1,0,0,0,2,160
imt view society,0.95,manesar,3653.0,2600.6,Super Built up area 2600(241.55 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3,4,3,6,South-East,Moderately Old,flat,2600.0,,1900.0,0,1,0,0,0,0,81
signature global city 92,0.78,sector 92,7722.0,1010.1,Super Built up area 1010(93.83 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,3,2,,Under Construction,flat,1010.0,,700.0,0,0,0,0,1,0,24
signature the roselia,0.45,sector 95,7908.0,569.04,Carpet area: 569 (52.86 sq.m.),2,2,2,2,East,New Property,flat,,,569.0,0,0,0,0,0,2,31
paras dews,0.92,sector 106,6642.0,1385.12,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,2,East,Relatively New,flat,1385.0,940.0,845.0,0,0,0,0,0,0,174
smart world orchard,2.3,sector 61,14110.0,1630.05,Super Built up area 1630(151.43 sq.m.),3,3,2,2,,Under Construction,flat,1630.0,,,1,0,0,0,0,0,79
puri emerald bay,2.45,sector 104,10000.0,2450.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1840 sq.ft. (170.94 sq.m.),3,4,3+,14,South,Relatively New,flat,2450.0,,1840.0,0,1,0,0,0,2,56
bestech altura,1.9,sector 79,9000.0,2111.11,Carpet area: 2150 (199.74 sq.m.),3,4,2,11,,New Property,flat,,,2150.0,0,1,0,0,0,0,49
surendra homes dayaindependentd colony,0.75,sector 6,15625.0,480.0,Built Up area: 480 (44.59 sq.m.),4,4,2,1,,Undefined,house,,480.0,,0,0,0,0,0,0,0
dlf new town heights,2.0,sector 90,7334.0,2727.02,Super Built up area 2727(253.35 sq.m.),4,4,3+,20,East,Moderately Old,flat,2727.0,,,0,1,0,0,1,0,49
umang winter hills,0.99,sector 77,7857.0,1260.02,Super Built up area 1260(117.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,1,North,Relatively New,flat,1260.0,,1000.0,0,0,0,0,0,0,97
independent,20.0,sector 26,44444.0,4500.0,Plot area 500(418.06 sq.m.),5,7,3+,3,West,Relatively New,house,,4500.0,,0,1,0,1,0,1,97
sare crescent parc,0.8,sector 92,6033.0,1326.04,Carpet area: 1326 (123.19 sq.m.),3,2,2,3,North-East,Relatively New,flat,,,1326.0,0,0,0,0,0,0,15
adani aangan arcade,0.5,sector 89,7763.0,644.08,Built Up area: 672 (62.43 sq.m.)Carpet area: 644 sq.ft. (59.83 sq.m.),2,2,1,4,,Relatively New,flat,,672.0,644.0,0,0,0,0,0,1,69
bestech park view spa next,2.7,sector 67,11489.0,2350.07,Super Built up area 2350(218.32 sq.m.),4,4,3+,9,South-West,Moderately Old,flat,2350.0,,,0,1,0,1,0,2,149
sare crescent parc,0.49,sector 92,4909.0,998.17,Carpet area: 998 (92.72 sq.m.),2,2,2,2,,Relatively New,flat,,,998.0,0,0,0,0,0,0,96
rof aalayas,0.45,sector 102,6000.0,750.0,Built Up area: 750 (69.68 sq.m.),1,1,2,6,,Undefined,flat,,750.0,,0,0,0,0,0,0,0
la vida by tata housing,1.75,sector 113,10489.0,1668.41,Super Built up area 1573(146.14 sq.m.),2,2,3,10,East,Relatively New,flat,1573.0,,,1,0,0,0,0,0,93
tulip ivory,5.0,sector 70,10416.0,4800.31,Carpet area: 4800 (445.93 sq.m.),6,7,3+,0,,Relatively New,flat,,,4800.0,1,1,0,0,0,0,119
independent,0.95,sohna road road,8920.0,1065.0,Plot area 1065(98.94 sq.m.),10,10,3+,3,,New Property,house,,1065.0,,0,0,0,0,0,0,0
independent,5.6,sector 55,20741.0,2700.0,Plot area 300(250.84 sq.m.),6,4,3,3,East,Old Property,house,,2700.0,,0,1,0,0,0,2,41
mapsko royale ville,1.12,sector 82,6256.0,1790.28,Super Built up area 1790(166.3 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,12,North-East,Relatively New,flat,1790.0,,1400.0,0,0,0,1,0,2,49
dlf new town heights,1.6,sector 90,6768.0,2364.07,Super Built up area 2364(219.62 sq.m.),4,4,3+,10,West,Relatively New,flat,2364.0,,,0,1,0,1,0,0,88
m3m woodshire,1.21,sector 107,6227.0,1943.15,Super Built up area 1943(180.51 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,7,East,Moderately Old,flat,1943.0,,1500.0,0,0,0,0,0,2,126
viridian the plaza 106,0.39,sector 106,5571.0,700.05,Super Built up area 700(65.03 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1,1,1,7,East,Relatively New,flat,700.0,,450.0,0,0,0,0,0,0,130
"nirmal enclave, maruti kunj road",0.24,sector 11,5333.0,450.0,Plot area 450(41.81 sq.m.),2,2,0,2,North,Relatively New,house,,450.0,,0,0,0,0,0,0,0
uppal southend,6.75,sector 49,32328.0,2088.0,Built Up area: 232 (193.98 sq.m.),4,4,3,3,West,Relatively New,house,,232.0,,0,1,0,0,0,2,26
vipul world,1.38,sector 48,9482.0,1455.39,Carpet area: 1450 (134.71 sq.m.),3,3,1,2,,Relatively New,flat,,,1450.0,0,0,0,0,0,0,60
divya apartments,0.6,sector 6,7594.0,790.1,Built Up area: 790 (73.39 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,0,2,South-West,Relatively New,flat,,790.0,750.0,0,0,0,0,0,2,15
supertech hues,0.82,sector 68,6950.0,1179.86,Super Built up area 1180(109.63 sq.m.),2,2,3+,21,,Under Construction,flat,1180.0,,,0,0,0,0,1,0,72
chd avenue,1.1,sector 71,6790.0,1620.03,Super Built up area 1620(150.5 sq.m.),3,3,3,11,,Relatively New,flat,1620.0,,,0,0,0,0,1,0,72
satya element one,0.87,sector 49,19333.0,450.01,Carpet area: 450 (41.81 sq.m.),1,1,1,2,,Relatively New,flat,,,450.0,0,0,0,0,0,0,22
emaar imperial gardens,1.98,sector 102,9900.0,2000.0,Carpet area: 2000 (185.81 sq.m.),3,3,3+,9,North,Relatively New,flat,,,2000.0,0,1,0,0,0,2,72
sare crescent parc royal greens phase 1,1.0,sector 92,3713.0,2693.24,Super Built up area 2020(187.66 sq.m.),4,4,3,15,,New Property,flat,2020.0,,,0,0,0,0,0,0,31
independent,0.35,sector 105,7778.0,450.0,Carpet area: 500 (46.45 sq.m.),2,2,1,2,East,Undefined,house,,,500.0,0,0,0,0,0,0,0
international city by sobha phase 1,6.1,sector 109,25103.0,2430.0,Plot area 270(225.75 sq.m.),5,6,3+,2,,Moderately Old,house,,2430.0,,0,1,0,0,0,0,30
dlf express greens,1.6,manesar,6808.0,2350.18,Carpet area: 2350 (218.32 sq.m.),4,6,3+,4,North-East,Relatively New,flat,,,2350.0,1,1,0,1,0,0,49
emaar palm gardens,1.8,sector 83,9473.0,1900.14,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,6,South,Relatively New,flat,1900.0,,1240.04,0,1,0,0,0,2,97
independent,0.66,sector 6,10784.0,612.0,Plot area 612(56.86 sq.m.),3,2,1,2,,Old Property,house,,612.0,,0,0,0,0,0,0,36
uppal southend,3.75,sector 49,25562.0,1467.0,Plot area 163(136.29 sq.m.),6,6,3,3,East,Moderately Old,house,,1467.0,,0,0,0,0,1,0,49
independent,4.0,sector 23,16004.0,2499.0,Plot area 270(225.75 sq.m.),3,3,2,2,East,Moderately Old,house,,2430.0,,0,1,0,0,0,2,115
shyam apartment,0.26,sector 3,3714.0,700.05,Super Built up area 700(65.03 sq.m.)Carpet area: 530 sq.ft. (49.24 sq.m.),2,1,2,2,,Relatively New,flat,700.0,,530.0,0,0,0,0,0,0,0
project housing board colony,8.0,sector 31,63492.0,1260.0,Built Up area: 140 (117.06 sq.m.),2,1,0,1,,Undefined,house,,140.0,,0,0,0,0,0,0,0
ats triumph,2.0,sector 104,8733.0,2290.16,Super Built up area 2290(212.75 sq.m.),3,4,3+,4,,Relatively New,flat,2290.0,,,0,1,0,0,0,0,60
sukhshanti apartment,1.7,sector 56,7727.0,2200.08,Built Up area: 2200 (204.39 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),3,3,3,4,South,Moderately Old,flat,,2200.0,1610.0,1,0,0,0,0,0,49
adani brahma samsara vilasa,3.0,sector 63,16666.0,1800.07,Carpet area: 1800 (167.23 sq.m.),3,3,3,3,East,New Property,flat,,,1800.0,0,0,0,0,0,0,24
orchid petals,1.9,sector 49,10526.0,1805.05,Super Built up area 1805(167.69 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,2,South,Old Property,flat,1805.0,1600.0,1400.0,0,0,0,0,1,2,49
arjun marg/ sector- 26 phase- 1/ golf course road,31.5,sector 26,35000.0,9000.0,Plot area 1000(836.13 sq.m.),7,9,3+,3,North-East,Moderately Old,house,,9000.0,,1,1,1,1,0,1,74
godrej nature plus,1.7,sector 33,12592.0,1350.06,Carpet area: 1350 (125.42 sq.m.),3,3,3+,6,,New Property,flat,,,1350.0,0,1,0,0,0,0,38
adarsh nagar,0.65,sector 12,6190.0,1050.08,Carpet area: 1050 (97.55 sq.m.),3,3,1,1,North-West,New Property,flat,,,1050.0,0,0,0,0,0,2,42
signature andour heights,0.55,sector 71,8607.0,639.01,Super Built up area 639(59.37 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 541 sq.ft. (50.26 sq.m.),2,2,1,7,South-East,Relatively New,flat,639.0,600.0,541.0,0,0,0,0,0,2,24
ss the leaf,2.15,sector 85,10924.0,1968.14,Super Built up area 2812(261.24 sq.m.)Carpet area: 1968 sq.ft. (182.83 sq.m.),4,5,3+,6,South,Relatively New,flat,2812.0,,1968.0,0,1,0,0,0,0,156
sidhartha ncr one,0.57,sector 95,4179.0,1363.96,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1232 sq.ft. (114.46 sq.m.),2,2,2,10,,Undefined,flat,,1364.0,1232.0,0,0,0,0,0,0,0
experion the heartsong,1.36,sector 108,6542.0,2078.87,Super Built up area 1758(163.32 sq.m.)Carpet area: 986 sq.ft. (91.6 sq.m.),3,2,3+,2,,Relatively New,flat,1758.0,,986.0,1,1,0,0,0,2,77
the close north,3.0,sector 50,11516.0,2605.07,Super Built up area 2605(242.01 sq.m.),3,3,3+,14,North,Old Property,flat,2605.0,,,0,1,0,0,0,2,121
signature global city 63a,1.4,sector 63a,11336.0,1235.0,Carpet area: 1235 (114.74 sq.m.),2,2,2,3,East,Under Construction,flat,,,1235.0,0,0,0,0,1,0,0
emaar gurgaon greens,1.3,sector 102,7878.0,1650.17,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,4,East,Relatively New,flat,1650.0,,1022.58,0,1,0,0,0,2,125
krishna appartment,0.35,sector 12,3500.0,1000.0,Super Built up area 1000(92.9 sq.m.),3,3,1,2,,Old Property,flat,1000.0,,,0,0,0,0,0,0,0
tulip violet,1.55,sector 69,9639.0,1608.05,Super Built up area 1608(149.39 sq.m.),3,3,2,2,East,Relatively New,flat,1608.0,,,0,0,0,1,0,2,86
hero homes,1.2,sector 104,17548.0,683.84,Super Built up area 1099(102.1 sq.m.)Carpet area: 683.83 sq.ft. (63.53 sq.m.),2,2,2,22,,Under Construction,flat,1099.0,,683.83,0,0,0,0,0,0,30
tulip violet,1.4,sector 69,8928.0,1568.1,Super Built up area 1568(145.67 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,1,12,North,Relatively New,flat,1568.0,,1200.0,0,0,0,1,0,0,174
pioneer park,3.6,sector 61,12627.0,2851.03,Super Built up area 2851(264.87 sq.m.),4,4,3,3,North,Moderately Old,flat,2851.0,,,0,1,0,0,0,2,121
suncity avenue,0.47,sector 102,8928.0,526.43,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),2,2,1,5,South-East,Relatively New,flat,632.0,,532.0,0,0,1,0,0,0,142
godrej air,2.6,sector 85,12212.0,2129.05,Built Up area: 2129 (197.79 sq.m.),3,3,3,17,,Under Construction,flat,,2129.0,,0,1,0,0,0,0,44
independent,18.4,sector 26,1859.0,98978.0,Plot area 502(419.74 sq.m.)Carpet area: 11000 sq.yards (9197.4 sq.m.),6,8,3+,4,South,Relatively New,house,,,11000.0,0,1,1,1,0,2,60
ats tourmaline,2.3,sector 109,8897.0,2585.14,Super Built up area 2585(240.15 sq.m.),3,4,3+,10,East,New Property,flat,2585.0,,,0,1,0,0,1,0,74
dlf new town heights,1.54,sector 86,5786.0,2661.6,Super Built up area 2364(219.62 sq.m.),4,4,3+,21,North-West,Moderately Old,flat,2364.0,,,1,1,0,1,0,0,80
kashish manor one,1.65,sector 111,7097.0,2324.93,Super Built up area 2325(216 sq.m.),3,4,3+,14,,Under Construction,flat,2325.0,,,0,1,0,0,1,0,8
independent,3.15,sector 57,20349.0,1548.0,Plot area 172(143.81 sq.m.),5,4,3+,2,North-East,Moderately Old,house,,1548.0,,0,0,1,0,0,2,60
la vida by tata housing,1.55,sector 113,11654.0,1330.02,Super Built up area 1330(123.56 sq.m.)Built Up area: 1276 sq.ft. (118.54 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),2,2,3,2,North-East,New Property,flat,1330.0,1276.0,1180.0,0,0,0,0,0,0,174
huda floor,4.0,sector 38,22222.0,1800.0,Plot area 1800(167.23 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 3800 sq.ft. (353.03 sq.m.),9,9,3+,2,East,Relatively New,house,,4800.0,3800.0,0,0,1,1,0,2,152
rof ananda,0.25,sector 95,6578.0,380.05,Super Built up area 380(35.3 sq.m.),1,1,1,4,,New Property,flat,380.0,,,0,0,0,0,0,0,0
godrej nature plus,1.45,sector 33,15664.0,925.69,Built Up area: 118 Carpet area: 86 sq.m.,3,2,3+,20,,Under Construction,flat,,118.0,86.0,1,0,0,0,0,0,144
godrej summit,0.82,sector 104,9854.0,832.15,Carpet area: 77.31,2,2,3,12,,Relatively New,flat,,,77.31,1,0,0,0,0,0,120
tata primanti,3.3,sector 72,15384.0,2145.09,Super Built up area 2145(199.28 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,10,North-East,Relatively New,flat,2145.0,2000.0,1800.0,0,1,0,0,0,2,165
madhur jeevan apartments,1.59,sector 56,8594.0,1850.13,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,3,3+,3,North,Old Property,flat,2000.0,1900.0,1850.0,0,0,0,0,1,2,33
independent,18.9,sector 26,41833.0,4518.0,Plot area 502(419.74 sq.m.),6,8,2,3,North-East,Relatively New,house,,4518.0,,1,1,1,1,0,2,120
m3m skycity,3.5,sector 65,17039.0,2054.11,Carpet area: 2054 (190.82 sq.m.),3,3,3,15,East,New Property,flat,,,2054.0,1,1,0,1,0,2,166
sobha city,2.5,sector 108,14611.0,1711.04,Super Built up area 1711(158.96 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1111.44 sq.ft. (103.26 sq.m.),3,3,2,19,East,New Property,flat,1711.0,1480.0,1111.44,0,0,0,0,0,0,166
